 issuer_tax_number|reception_number|debtor_tax_number|debtor_name|reception_date|purchase_order_number|net_amount|iva_amount|total_amount|state|invoice_number
911440008|1014272060|731540008|Jhonny Debtor Receptions|01/10/2249|234|123123|23123|1231232|APROBADO 231|99
911440008|1014272061|731540008|Jhonny Debtor Receptions|01/10/2250|234|123123|23123|1231232|APROBADO 232|99
911440008|1014272062|731540008|Jhonny Debtor Receptions|01/10/2250|234|123123|23123|1231232|APROBADO 232|99
911440008|1014272063|731540008|Jhonny Debtor Receptions|01/10/2251|234|123123|23123|1231232|APROBADO 233|99
911440008|1014272064|731540008|Jhonny Debtor Receptions|01/10/2251|234|123123|23123|1231232|APROBADO 233|99
911440008|1014272065|731540008|Jhonny Debtor Receptions|01/10/2252|234|123123|23123|1231232|APROBADO 234|99
911440008|1014272066|731540008|Jhonny Debtor Receptions|01/10/2252|234|123123|23123|1231232|APROBADO 234|99
911440008|1014272067|731540008|Jhonny Debtor Receptions|01/10/2253|234|123123|23123|1231232|APROBADO 235|99
911440008|1014272068|731540008|Jhonny Debtor Receptions|01/10/2253|234|123123|23123|1231232|APROBADO 235|99
911440008|1014272069|731540008|Jhonny Debtor Receptions|01/10/2254|234|123123|23123|1231232|APROBADO 236|99
911440008|1014272070|731540008|Jhonny Debtor Receptions|01/10/2254|234|123123|23123|1231232|APROBADO 236|99
911440008|1014272071|731540008|Jhonny Debtor Receptions|01/10/2255|234|123123|23123|1231232|APROBADO 237|99
911440008|1014272072|731540008|Jhonny Debtor Receptions|01/10/2255|234|123123|23123|1231232|APROBADO 237|99
911440008|1014272073|731540008|Jhonny Debtor Receptions|01/10/2256|234|123123|23123|1231232|APROBADO 238|99
911440008|1014272074|731540008|Jhonny Debtor Receptions|01/10/2256|234|123123|23123|1231232|APROBADO 238|99
911440008|1014272075|731540008|Jhonny Debtor Receptions|01/10/2257|234|123123|23123|1231232|APROBADO 239|99
911440008|1014272076|731540008|Jhonny Debtor Receptions|01/10/2257|234|123123|23123|1231232|APROBADO 239|99
911440008|1014272077|731540008|Jhonny Debtor Receptions|01/10/2258|234|123123|23123|1231232|APROBADO 240|99
911440008|1014272078|731540008|Jhonny Debtor Receptions|01/10/2258|234|123123|23123|1231232|APROBADO 240|99
911440008|1014272079|731540008|Jhonny Debtor Receptions|01/10/2259|234|123123|23123|1231232|APROBADO 241|99
911440008|1014272080|731540008|Jhonny Debtor Receptions|01/10/2259|234|123123|23123|1231232|APROBADO 241|99
911440008|1014272081|731540008|Jhonny Debtor Receptions|01/10/2260|234|123123|23123|1231232|APROBADO 242|99
911440008|1014272082|731540008|Jhonny Debtor Receptions|01/10/2260|234|123123|23123|1231232|APROBADO 242|99
911440008|1014272083|731540008|Jhonny Debtor Receptions|01/10/2261|234|123123|23123|1231232|APROBADO 243|99
911440008|1014272084|731540008|Jhonny Debtor Receptions|01/10/2261|234|123123|23123|1231232|APROBADO 243|99
911440008|1014272085|731540008|Jhonny Debtor Receptions|01/10/2262|234|123123|23123|1231232|APROBADO 244|99
911440008|1014272086|731540008|Jhonny Debtor Receptions|01/10/2262|234|123123|23123|1231232|APROBADO 244|99
911440008|1014272087|731540008|Jhonny Debtor Receptions|01/10/2263|234|123123|23123|1231232|APROBADO 245|99
911440008|1014272088|731540008|Jhonny Debtor Receptions|01/10/2263|234|123123|23123|1231232|APROBADO 245|99
911440008|1014272089|731540008|Jhonny Debtor Receptions|01/10/2264|234|123123|23123|1231232|APROBADO 246|99
911440008|1014272090|731540008|Jhonny Debtor Receptions|01/10/2264|234|123123|23123|1231232|APROBADO 246|99
911440008|1014272091|731540008|Jhonny Debtor Receptions|01/10/2265|234|123123|23123|1231232|APROBADO 247|99
911440008|1014272092|731540008|Jhonny Debtor Receptions|01/10/2265|234|123123|23123|1231232|APROBADO 247|99
911440008|1014272093|731540008|Jhonny Debtor Receptions|01/10/2266|234|123123|23123|1231232|APROBADO 248|99
911440008|1014272094|731540008|Jhonny Debtor Receptions|01/10/2266|234|123123|23123|1231232|APROBADO 248|99
911440008|1014272095|731540008|Jhonny Debtor Receptions|01/10/2267|234|123123|23123|1231232|APROBADO 249|99
911440008|1014272096|731540008|Jhonny Debtor Receptions|01/10/2267|234|123123|23123|1231232|APROBADO 249|99
911440008|1014272097|731540008|Jhonny Debtor Receptions|01/10/2268|234|123123|23123|1231232|APROBADO 250|99
911440008|1014272098|731540008|Jhonny Debtor Receptions|01/10/2268|234|123123|23123|1231232|APROBADO 250|99
911440008|1014272099|731540008|Jhonny Debtor Receptions|01/10/2269|234|123123|23123|1231232|APROBADO 251|99
911440008|1014272100|731540008|Jhonny Debtor Receptions|01/10/2269|234|123123|23123|1231232|APROBADO 251|99
911440008|1014272101|731540008|Jhonny Debtor Receptions|01/10/2270|234|123123|23123|1231232|APROBADO 252|99
911440008|1014272102|731540008|Jhonny Debtor Receptions|01/10/2270|234|123123|23123|1231232|APROBADO 252|99
911440008|1014272103|731540008|Jhonny Debtor Receptions|01/10/2271|234|123123|23123|1231232|APROBADO 253|99
911440008|1014272104|731540008|Jhonny Debtor Receptions|01/10/2271|234|123123|23123|1231232|APROBADO 253|99
911440008|1014272105|731540008|Jhonny Debtor Receptions|01/10/2272|234|123123|23123|1231232|APROBADO 254|99
911440008|1014272106|731540008|Jhonny Debtor Receptions|01/10/2272|234|123123|23123|1231232|APROBADO 254|99
911440008|1014272107|731540008|Jhonny Debtor Receptions|01/10/2273|234|123123|23123|1231232|APROBADO 255|99
911440008|1014272108|731540008|Jhonny Debtor Receptions|01/10/2273|234|123123|23123|1231232|APROBADO 255|99
911440008|1014272109|731540008|Jhonny Debtor Receptions|01/10/2274|234|123123|23123|1231232|APROBADO 256|99
911440008|1014272110|731540008|Jhonny Debtor Receptions|01/10/2274|234|123123|23123|1231232|APROBADO 256|99
911440008|1014272111|731540008|Jhonny Debtor Receptions|01/10/2275|234|123123|23123|1231232|APROBADO 257|99
911440008|1014272112|731540008|Jhonny Debtor Receptions|01/10/2275|234|123123|23123|1231232|APROBADO 257|99
911440008|1014272113|731540008|Jhonny Debtor Receptions|01/10/2276|234|123123|23123|1231232|APROBADO 258|99
911440008|1014272114|731540008|Jhonny Debtor Receptions|01/10/2276|234|123123|23123|1231232|APROBADO 258|99
911440008|1014272115|731540008|Jhonny Debtor Receptions|01/10/2277|234|123123|23123|1231232|APROBADO 259|99
911440008|1014272116|731540008|Jhonny Debtor Receptions|01/10/2277|234|123123|23123|1231232|APROBADO 259|99
911440008|1014272117|731540008|Jhonny Debtor Receptions|01/10/2278|234|123123|23123|1231232|APROBADO 260|99
911440008|1014272118|731540008|Jhonny Debtor Receptions|01/10/2278|234|123123|23123|1231232|APROBADO 260|99
911440008|1014272119|731540008|Jhonny Debtor Receptions|01/10/2279|234|123123|23123|1231232|APROBADO 261|99
911440008|1014272120|731540008|Jhonny Debtor Receptions|01/10/2279|234|123123|23123|1231232|APROBADO 261|99
911440008|1014272121|731540008|Jhonny Debtor Receptions|01/10/2280|234|123123|23123|1231232|APROBADO 262|99
911440008|1014272122|731540008|Jhonny Debtor Receptions|01/10/2280|234|123123|23123|1231232|APROBADO 262|99
911440008|1014272123|731540008|Jhonny Debtor Receptions|01/10/2281|234|123123|23123|1231232|APROBADO 263|99
911440008|1014272124|731540008|Jhonny Debtor Receptions|01/10/2281|234|123123|23123|1231232|APROBADO 263|99
911440008|1014272125|731540008|Jhonny Debtor Receptions|01/10/2282|234|123123|23123|1231232|APROBADO 264|99
911440008|1014272126|731540008|Jhonny Debtor Receptions|01/10/2282|234|123123|23123|1231232|APROBADO 264|99
911440008|1014272127|731540008|Jhonny Debtor Receptions|01/10/2283|234|123123|23123|1231232|APROBADO 265|99
911440008|1014272128|731540008|Jhonny Debtor Receptions|01/10/2283|234|123123|23123|1231232|APROBADO 265|99
911440008|1014272129|731540008|Jhonny Debtor Receptions|01/10/2284|234|123123|23123|1231232|APROBADO 266|99
911440008|1014272130|731540008|Jhonny Debtor Receptions|01/10/2284|234|123123|23123|1231232|APROBADO 266|99
911440008|1014272131|731540008|Jhonny Debtor Receptions|01/10/2285|234|123123|23123|1231232|APROBADO 267|99
911440008|1014272132|731540008|Jhonny Debtor Receptions|01/10/2285|234|123123|23123|1231232|APROBADO 267|99
911440008|1014272133|731540008|Jhonny Debtor Receptions|01/10/2286|234|123123|23123|1231232|APROBADO 268|99
911440008|1014272134|731540008|Jhonny Debtor Receptions|01/10/2286|234|123123|23123|1231232|APROBADO 268|99
911440008|1014272135|731540008|Jhonny Debtor Receptions|01/10/2287|234|123123|23123|1231232|APROBADO 269|99
911440008|1014272136|731540008|Jhonny Debtor Receptions|01/10/2287|234|123123|23123|1231232|APROBADO 269|99
911440008|1014272137|731540008|Jhonny Debtor Receptions|01/10/2288|234|123123|23123|1231232|APROBADO 270|99
911440008|1014272138|731540008|Jhonny Debtor Receptions|01/10/2288|234|123123|23123|1231232|APROBADO 270|99
911440008|1014272139|731540008|Jhonny Debtor Receptions|01/10/2289|234|123123|23123|1231232|APROBADO 271|99
911440008|1014272140|731540008|Jhonny Debtor Receptions|01/10/2289|234|123123|23123|1231232|APROBADO 271|99
911440008|1014272141|731540008|Jhonny Debtor Receptions|01/10/2290|234|123123|23123|1231232|APROBADO 272|99
911440008|1014272142|731540008|Jhonny Debtor Receptions|01/10/2290|234|123123|23123|1231232|APROBADO 272|99
911440008|1014272143|731540008|Jhonny Debtor Receptions|01/10/2291|234|123123|23123|1231232|APROBADO 273|99
911440008|1014272144|731540008|Jhonny Debtor Receptions|01/10/2291|234|123123|23123|1231232|APROBADO 273|99
911440008|1014272145|731540008|Jhonny Debtor Receptions|01/10/2292|234|123123|23123|1231232|APROBADO 274|99
911440008|1014272146|731540008|Jhonny Debtor Receptions|01/10/2292|234|123123|23123|1231232|APROBADO 274|99
911440008|1014272147|731540008|Jhonny Debtor Receptions|01/10/2293|234|123123|23123|1231232|APROBADO 275|99
911440008|1014272148|731540008|Jhonny Debtor Receptions|01/10/2293|234|123123|23123|1231232|APROBADO 275|99
911440008|1014272149|731540008|Jhonny Debtor Receptions|01/10/2294|234|123123|23123|1231232|APROBADO 276|99
911440008|1014272150|731540008|Jhonny Debtor Receptions|01/10/2294|234|123123|23123|1231232|APROBADO 276|99
911440008|1014272151|731540008|Jhonny Debtor Receptions|01/10/2295|234|123123|23123|1231232|APROBADO 277|99
911440008|1014272152|731540008|Jhonny Debtor Receptions|01/10/2295|234|123123|23123|1231232|APROBADO 277|99
911440008|1014272153|731540008|Jhonny Debtor Receptions|01/10/2296|234|123123|23123|1231232|APROBADO 278|99
911440008|1014272154|731540008|Jhonny Debtor Receptions|01/10/2296|234|123123|23123|1231232|APROBADO 278|99
911440008|1014272155|731540008|Jhonny Debtor Receptions|01/10/2297|234|123123|23123|1231232|APROBADO 279|99
911440008|1014272156|731540008|Jhonny Debtor Receptions|01/10/2297|234|123123|23123|1231232|APROBADO 279|99
911440008|1014272157|731540008|Jhonny Debtor Receptions|01/10/2298|234|123123|23123|1231232|APROBADO 280|99
911440008|1014272158|731540008|Jhonny Debtor Receptions|01/10/2298|234|123123|23123|1231232|APROBADO 280|99
911440008|1014272159|731540008|Jhonny Debtor Receptions|01/10/2299|234|123123|23123|1231232|APROBADO 281|99
911440008|1014272160|731540008|Jhonny Debtor Receptions|01/10/2299|234|123123|23123|1231232|APROBADO 281|99
911440008|1014272161|731540008|Jhonny Debtor Receptions|01/10/2300|234|123123|23123|1231232|APROBADO 282|99
911440008|1014272162|731540008|Jhonny Debtor Receptions|01/10/2300|234|123123|23123|1231232|APROBADO 282|99
911440008|1014272163|731540008|Jhonny Debtor Receptions|01/10/2301|234|123123|23123|1231232|APROBADO 283|99
911440008|1014272164|731540008|Jhonny Debtor Receptions|01/10/2301|234|123123|23123|1231232|APROBADO 283|99
911440008|1014272165|731540008|Jhonny Debtor Receptions|01/10/2302|234|123123|23123|1231232|APROBADO 284|99
911440008|1014272166|731540008|Jhonny Debtor Receptions|01/10/2302|234|123123|23123|1231232|APROBADO 284|99
911440008|1014272167|731540008|Jhonny Debtor Receptions|01/10/2303|234|123123|23123|1231232|APROBADO 285|99
911440008|1014272168|731540008|Jhonny Debtor Receptions|01/10/2303|234|123123|23123|1231232|APROBADO 285|99
911440008|1014272169|731540008|Jhonny Debtor Receptions|01/10/2304|234|123123|23123|1231232|APROBADO 286|99
911440008|1014272170|731540008|Jhonny Debtor Receptions|01/10/2304|234|123123|23123|1231232|APROBADO 286|99
911440008|1014272171|731540008|Jhonny Debtor Receptions|01/10/2305|234|123123|23123|1231232|APROBADO 287|99
911440008|1014272172|731540008|Jhonny Debtor Receptions|01/10/2305|234|123123|23123|1231232|APROBADO 287|99
911440008|1014272173|731540008|Jhonny Debtor Receptions|01/10/2306|234|123123|23123|1231232|APROBADO 288|99
911440008|1014272174|731540008|Jhonny Debtor Receptions|01/10/2306|234|123123|23123|1231232|APROBADO 288|99
911440008|1014272175|731540008|Jhonny Debtor Receptions|01/10/2307|234|123123|23123|1231232|APROBADO 289|99
911440008|1014272176|731540008|Jhonny Debtor Receptions|01/10/2307|234|123123|23123|1231232|APROBADO 289|99
911440008|1014272177|731540008|Jhonny Debtor Receptions|01/10/2308|234|123123|23123|1231232|APROBADO 290|99
911440008|1014272178|731540008|Jhonny Debtor Receptions|01/10/2308|234|123123|23123|1231232|APROBADO 290|99
911440008|1014272179|731540008|Jhonny Debtor Receptions|01/10/2309|234|123123|23123|1231232|APROBADO 291|99
911440008|1014272180|731540008|Jhonny Debtor Receptions|01/10/2309|234|123123|23123|1231232|APROBADO 291|99
911440008|1014272181|731540008|Jhonny Debtor Receptions|01/10/2310|234|123123|23123|1231232|APROBADO 292|99
911440008|1014272182|731540008|Jhonny Debtor Receptions|01/10/2310|234|123123|23123|1231232|APROBADO 292|99
911440008|1014272183|731540008|Jhonny Debtor Receptions|01/10/2311|234|123123|23123|1231232|APROBADO 293|99
911440008|1014272184|731540008|Jhonny Debtor Receptions|01/10/2311|234|123123|23123|1231232|APROBADO 293|99
911440008|1014272185|731540008|Jhonny Debtor Receptions|01/10/2312|234|123123|23123|1231232|APROBADO 294|99
911440008|1014272186|731540008|Jhonny Debtor Receptions|01/10/2312|234|123123|23123|1231232|APROBADO 294|99
911440008|1014272187|731540008|Jhonny Debtor Receptions|01/10/2313|234|123123|23123|1231232|APROBADO 295|99
911440008|1014272188|731540008|Jhonny Debtor Receptions|01/10/2313|234|123123|23123|1231232|APROBADO 295|99
911440008|1014272189|731540008|Jhonny Debtor Receptions|01/10/2314|234|123123|23123|1231232|APROBADO 296|99
911440008|1014272190|731540008|Jhonny Debtor Receptions|01/10/2314|234|123123|23123|1231232|APROBADO 296|99
911440008|1014272191|731540008|Jhonny Debtor Receptions|01/10/2315|234|123123|23123|1231232|APROBADO 297|99
911440008|1014272192|731540008|Jhonny Debtor Receptions|01/10/2315|234|123123|23123|1231232|APROBADO 297|99
911440008|1014272193|731540008|Jhonny Debtor Receptions|01/10/2316|234|123123|23123|1231232|APROBADO 298|99
911440008|1014272194|731540008|Jhonny Debtor Receptions|01/10/2316|234|123123|23123|1231232|APROBADO 298|99
911440008|1014272195|731540008|Jhonny Debtor Receptions|01/10/2317|234|123123|23123|1231232|APROBADO 299|99
911440008|1014272196|731540008|Jhonny Debtor Receptions|01/10/2317|234|123123|23123|1231232|APROBADO 299|99
911440008|1014272197|731540008|Jhonny Debtor Receptions|01/10/2318|234|123123|23123|1231232|APROBADO 300|99
911440008|1014272198|731540008|Jhonny Debtor Receptions|01/10/2318|234|123123|23123|1231232|APROBADO 300|99
911440008|1014272199|731540008|Jhonny Debtor Receptions|01/10/2319|234|123123|23123|1231232|APROBADO 301|99
911440008|1014272200|731540008|Jhonny Debtor Receptions|01/10/2319|234|123123|23123|1231232|APROBADO 301|99
911440008|1014272201|731540008|Jhonny Debtor Receptions|01/10/2320|234|123123|23123|1231232|APROBADO 302|99
911440008|1014272202|731540008|Jhonny Debtor Receptions|01/10/2320|234|123123|23123|1231232|APROBADO 302|99
911440008|1014272203|731540008|Jhonny Debtor Receptions|01/10/2321|234|123123|23123|1231232|APROBADO 303|99
911440008|1014272204|731540008|Jhonny Debtor Receptions|01/10/2321|234|123123|23123|1231232|APROBADO 303|99
911440008|1014272205|731540008|Jhonny Debtor Receptions|01/10/2322|234|123123|23123|1231232|APROBADO 304|99
911440008|1014272206|731540008|Jhonny Debtor Receptions|01/10/2322|234|123123|23123|1231232|APROBADO 304|99
911440008|1014272207|731540008|Jhonny Debtor Receptions|01/10/2323|234|123123|23123|1231232|APROBADO 305|99
911440008|1014272208|731540008|Jhonny Debtor Receptions|01/10/2323|234|123123|23123|1231232|APROBADO 305|99
911440008|1014272209|731540008|Jhonny Debtor Receptions|01/10/2324|234|123123|23123|1231232|APROBADO 306|99
911440008|1014272210|731540008|Jhonny Debtor Receptions|01/10/2324|234|123123|23123|1231232|APROBADO 306|99
911440008|1014272211|731540008|Jhonny Debtor Receptions|01/10/2325|234|123123|23123|1231232|APROBADO 307|99
911440008|1014272212|731540008|Jhonny Debtor Receptions|01/10/2325|234|123123|23123|1231232|APROBADO 307|99
911440008|1014272213|731540008|Jhonny Debtor Receptions|01/10/2326|234|123123|23123|1231232|APROBADO 308|99
911440008|1014272214|731540008|Jhonny Debtor Receptions|01/10/2326|234|123123|23123|1231232|APROBADO 308|99
911440008|1014272215|731540008|Jhonny Debtor Receptions|01/10/2327|234|123123|23123|1231232|APROBADO 309|99
911440008|1014272216|731540008|Jhonny Debtor Receptions|01/10/2327|234|123123|23123|1231232|APROBADO 309|99
911440008|1014272217|731540008|Jhonny Debtor Receptions|01/10/2328|234|123123|23123|1231232|APROBADO 310|99
911440008|1014272218|731540008|Jhonny Debtor Receptions|01/10/2328|234|123123|23123|1231232|APROBADO 310|99
911440008|1014272219|731540008|Jhonny Debtor Receptions|01/10/2329|234|123123|23123|1231232|APROBADO 311|99
911440008|1014272220|731540008|Jhonny Debtor Receptions|01/10/2329|234|123123|23123|1231232|APROBADO 311|99
911440008|1014272221|731540008|Jhonny Debtor Receptions|01/10/2330|234|123123|23123|1231232|APROBADO 312|99
911440008|1014272222|731540008|Jhonny Debtor Receptions|01/10/2330|234|123123|23123|1231232|APROBADO 312|99
911440008|1014272223|731540008|Jhonny Debtor Receptions|01/10/2331|234|123123|23123|1231232|APROBADO 313|99
911440008|1014272224|731540008|Jhonny Debtor Receptions|01/10/2331|234|123123|23123|1231232|APROBADO 313|99
911440008|1014272225|731540008|Jhonny Debtor Receptions|01/10/2332|234|123123|23123|1231232|APROBADO 314|99
911440008|1014272226|731540008|Jhonny Debtor Receptions|01/10/2332|234|123123|23123|1231232|APROBADO 314|99
911440008|1014272227|731540008|Jhonny Debtor Receptions|01/10/2333|234|123123|23123|1231232|APROBADO 315|99
911440008|1014272228|731540008|Jhonny Debtor Receptions|01/10/2333|234|123123|23123|1231232|APROBADO 315|99
911440008|1014272229|731540008|Jhonny Debtor Receptions|01/10/2334|234|123123|23123|1231232|APROBADO 316|99
911440008|1014272230|731540008|Jhonny Debtor Receptions|01/10/2334|234|123123|23123|1231232|APROBADO 316|99
911440008|1014272231|731540008|Jhonny Debtor Receptions|01/10/2335|234|123123|23123|1231232|APROBADO 317|99
911440008|1014272232|731540008|Jhonny Debtor Receptions|01/10/2335|234|123123|23123|1231232|APROBADO 317|99
911440008|1014272233|731540008|Jhonny Debtor Receptions|01/10/2336|234|123123|23123|1231232|APROBADO 318|99
911440008|1014272234|731540008|Jhonny Debtor Receptions|01/10/2336|234|123123|23123|1231232|APROBADO 318|99
911440008|1014272235|731540008|Jhonny Debtor Receptions|01/10/2337|234|123123|23123|1231232|APROBADO 319|99
911440008|1014272236|731540008|Jhonny Debtor Receptions|01/10/2337|234|123123|23123|1231232|APROBADO 319|99
911440008|1014272237|731540008|Jhonny Debtor Receptions|01/10/2338|234|123123|23123|1231232|APROBADO 320|99
911440008|1014272238|731540008|Jhonny Debtor Receptions|01/10/2338|234|123123|23123|1231232|APROBADO 320|99
911440008|1014272239|731540008|Jhonny Debtor Receptions|01/10/2339|234|123123|23123|1231232|APROBADO 321|99
911440008|1014272240|731540008|Jhonny Debtor Receptions|01/10/2339|234|123123|23123|1231232|APROBADO 321|99
911440008|1014272241|731540008|Jhonny Debtor Receptions|01/10/2340|234|123123|23123|1231232|APROBADO 322|99
911440008|1014272242|731540008|Jhonny Debtor Receptions|01/10/2340|234|123123|23123|1231232|APROBADO 322|99
911440008|1014272243|731540008|Jhonny Debtor Receptions|01/10/2341|234|123123|23123|1231232|APROBADO 323|99
911440008|1014272244|731540008|Jhonny Debtor Receptions|01/10/2341|234|123123|23123|1231232|APROBADO 323|99
911440008|1014272245|731540008|Jhonny Debtor Receptions|01/10/2342|234|123123|23123|1231232|APROBADO 324|99
911440008|1014272246|731540008|Jhonny Debtor Receptions|01/10/2342|234|123123|23123|1231232|APROBADO 324|99
911440008|1014272247|731540008|Jhonny Debtor Receptions|01/10/2343|234|123123|23123|1231232|APROBADO 325|99
911440008|1014272248|731540008|Jhonny Debtor Receptions|01/10/2343|234|123123|23123|1231232|APROBADO 325|99
911440008|1014272249|731540008|Jhonny Debtor Receptions|01/10/2344|234|123123|23123|1231232|APROBADO 326|99
911440008|1014272250|731540008|Jhonny Debtor Receptions|01/10/2344|234|123123|23123|1231232|APROBADO 326|99
911440008|1014272251|731540008|Jhonny Debtor Receptions|01/10/2345|234|123123|23123|1231232|APROBADO 327|99
911440008|1014272252|731540008|Jhonny Debtor Receptions|01/10/2345|234|123123|23123|1231232|APROBADO 327|99
911440008|1014272253|731540008|Jhonny Debtor Receptions|01/10/2346|234|123123|23123|1231232|APROBADO 328|99
911440008|1014272254|731540008|Jhonny Debtor Receptions|01/10/2346|234|123123|23123|1231232|APROBADO 328|99
911440008|1014272255|731540008|Jhonny Debtor Receptions|01/10/2347|234|123123|23123|1231232|APROBADO 329|99
911440008|1014272256|731540008|Jhonny Debtor Receptions|01/10/2347|234|123123|23123|1231232|APROBADO 329|99
911440008|1014272257|731540008|Jhonny Debtor Receptions|01/10/2348|234|123123|23123|1231232|APROBADO 330|99
911440008|1014272258|731540008|Jhonny Debtor Receptions|01/10/2348|234|123123|23123|1231232|APROBADO 330|99
911440008|1014272259|731540008|Jhonny Debtor Receptions|01/10/2349|234|123123|23123|1231232|APROBADO 331|99
911440008|1014272260|731540008|Jhonny Debtor Receptions|01/10/2349|234|123123|23123|1231232|APROBADO 331|99
911440008|1014272261|731540008|Jhonny Debtor Receptions|01/10/2350|234|123123|23123|1231232|APROBADO 332|99
911440008|1014272262|731540008|Jhonny Debtor Receptions|01/10/2350|234|123123|23123|1231232|APROBADO 332|99
911440008|1014272263|731540008|Jhonny Debtor Receptions|01/10/2351|234|123123|23123|1231232|APROBADO 333|99
911440008|1014272264|731540008|Jhonny Debtor Receptions|01/10/2351|234|123123|23123|1231232|APROBADO 333|99
911440008|1014272265|731540008|Jhonny Debtor Receptions|01/10/2352|234|123123|23123|1231232|APROBADO 334|99
911440008|1014272266|731540008|Jhonny Debtor Receptions|01/10/2352|234|123123|23123|1231232|APROBADO 334|99
911440008|1014272267|731540008|Jhonny Debtor Receptions|01/10/2353|234|123123|23123|1231232|APROBADO 335|99
911440008|1014272268|731540008|Jhonny Debtor Receptions|01/10/2353|234|123123|23123|1231232|APROBADO 335|99
911440008|1014272269|731540008|Jhonny Debtor Receptions|01/10/2354|234|123123|23123|1231232|APROBADO 336|99
911440008|1014272270|731540008|Jhonny Debtor Receptions|01/10/2354|234|123123|23123|1231232|APROBADO 336|99
911440008|1014272271|731540008|Jhonny Debtor Receptions|01/10/2355|234|123123|23123|1231232|APROBADO 337|99
911440008|1014272272|731540008|Jhonny Debtor Receptions|01/10/2355|234|123123|23123|1231232|APROBADO 337|99
911440008|1014272273|731540008|Jhonny Debtor Receptions|01/10/2356|234|123123|23123|1231232|APROBADO 338|99
911440008|1014272274|731540008|Jhonny Debtor Receptions|01/10/2356|234|123123|23123|1231232|APROBADO 338|99
911440008|1014272275|731540008|Jhonny Debtor Receptions|01/10/2357|234|123123|23123|1231232|APROBADO 339|99
911440008|1014272276|731540008|Jhonny Debtor Receptions|01/10/2357|234|123123|23123|1231232|APROBADO 339|99
911440008|1014272277|731540008|Jhonny Debtor Receptions|01/10/2358|234|123123|23123|1231232|APROBADO 340|99
911440008|1014272278|731540008|Jhonny Debtor Receptions|01/10/2358|234|123123|23123|1231232|APROBADO 340|99
911440008|1014272279|731540008|Jhonny Debtor Receptions|01/10/2359|234|123123|23123|1231232|APROBADO 341|99
911440008|1014272280|731540008|Jhonny Debtor Receptions|01/10/2359|234|123123|23123|1231232|APROBADO 341|99
911440008|1014272281|731540008|Jhonny Debtor Receptions|01/10/2360|234|123123|23123|1231232|APROBADO 342|99
911440008|1014272282|731540008|Jhonny Debtor Receptions|01/10/2360|234|123123|23123|1231232|APROBADO 342|99
911440008|1014272283|731540008|Jhonny Debtor Receptions|01/10/2361|234|123123|23123|1231232|APROBADO 343|99
911440008|1014272284|731540008|Jhonny Debtor Receptions|01/10/2361|234|123123|23123|1231232|APROBADO 343|99
911440008|1014272285|731540008|Jhonny Debtor Receptions|01/10/2362|234|123123|23123|1231232|APROBADO 344|99
911440008|1014272286|731540008|Jhonny Debtor Receptions|01/10/2362|234|123123|23123|1231232|APROBADO 344|99
911440008|1014272287|731540008|Jhonny Debtor Receptions|01/10/2363|234|123123|23123|1231232|APROBADO 345|99
911440008|1014272288|731540008|Jhonny Debtor Receptions|01/10/2363|234|123123|23123|1231232|APROBADO 345|99
911440008|1014272289|731540008|Jhonny Debtor Receptions|01/10/2364|234|123123|23123|1231232|APROBADO 346|99
911440008|1014272290|731540008|Jhonny Debtor Receptions|01/10/2364|234|123123|23123|1231232|APROBADO 346|99
911440008|1014272291|731540008|Jhonny Debtor Receptions|01/10/2365|234|123123|23123|1231232|APROBADO 347|99
911440008|1014272292|731540008|Jhonny Debtor Receptions|01/10/2365|234|123123|23123|1231232|APROBADO 347|99
911440008|1014272293|731540008|Jhonny Debtor Receptions|01/10/2366|234|123123|23123|1231232|APROBADO 348|99
911440008|1014272294|731540008|Jhonny Debtor Receptions|01/10/2366|234|123123|23123|1231232|APROBADO 348|99
911440008|1014272295|731540008|Jhonny Debtor Receptions|01/10/2367|234|123123|23123|1231232|APROBADO 349|99
911440008|1014272296|731540008|Jhonny Debtor Receptions|01/10/2367|234|123123|23123|1231232|APROBADO 349|99
911440008|1014272297|731540008|Jhonny Debtor Receptions|01/10/2368|234|123123|23123|1231232|APROBADO 350|99
911440008|1014272298|731540008|Jhonny Debtor Receptions|01/10/2368|234|123123|23123|1231232|APROBADO 350|99
911440008|1014272299|731540008|Jhonny Debtor Receptions|01/10/2369|234|123123|23123|1231232|APROBADO 351|99
911440008|1014272300|731540008|Jhonny Debtor Receptions|01/10/2369|234|123123|23123|1231232|APROBADO 351|99
911440008|1014272301|731540008|Jhonny Debtor Receptions|01/10/2370|234|123123|23123|1231232|APROBADO 352|99
911440008|1014272302|731540008|Jhonny Debtor Receptions|01/10/2370|234|123123|23123|1231232|APROBADO 352|99
911440008|1014272303|731540008|Jhonny Debtor Receptions|01/10/2371|234|123123|23123|1231232|APROBADO 353|99
911440008|1014272304|731540008|Jhonny Debtor Receptions|01/10/2371|234|123123|23123|1231232|APROBADO 353|99
911440008|1014272305|731540008|Jhonny Debtor Receptions|01/10/2372|234|123123|23123|1231232|APROBADO 354|99
911440008|1014272306|731540008|Jhonny Debtor Receptions|01/10/2372|234|123123|23123|1231232|APROBADO 354|99
911440008|1014272307|731540008|Jhonny Debtor Receptions|01/10/2373|234|123123|23123|1231232|APROBADO 355|99
